1.893710	0.738836	0.391104	0.836072	27.028981
1.337318	-0.950713	0.391104	0.836072	27.028981
1.625252	0.818717	0.293457	0.886107	23.216600
2.445546	-1.257223	0.293457	0.886107	23.216600
1.651543	0.382515	0.487061	1.236720	29.074743
1.287109	-1.049804	0.487061	1.236720	29.074743
2.123136	0.561259	0.539044	0.986416	28.498419
0.446711	-0.109737	0.539044	0.986416	28.498419
1.654339	1.562588	0.433311	0.662641	23.903619
1.724237	0.253240	0.433311	0.662641	23.903619
1.256249	-0.553965	0.396688	1.427059	27.224051
1.782260	0.814509	0.396688	1.427059	27.224051
2.115344	-0.959494	0.368006	0.798872	25.875934
0.568649	0.195955	0.368006	0.798872	25.875934
1.060789	1.346436	0.430310	0.784210	22.702648
1.539435	0.084708	0.430310	0.784210	22.702648
1.987977	-1.152150	0.488210	0.963870	29.014272
0.164652	-1.232981	0.488210	0.963870	29.014272
1.221321	-1.374438	0.518328	0.877268	26.417650
1.277502	0.595135	0.518328	0.877268	26.417650
0.715526	-0.496621	0.523755	1.172012	28.485449
2.151531	1.376622	0.523755	1.172012	28.485449
1.510039	-0.125750	0.616667	1.237918	26.618482
2.369885	-1.393100	0.616667	1.237918	26.618482
1.415215	-0.460382	0.328200	1.060557	24.612373
1.328983	0.805443	0.328200	1.060557	24.612373
0.744838	1.490666	0.375119	1.145125	27.695437
1.083801	-1.535636	0.375119	1.145125	27.695437
2.260874	-0.337267	0.486833	1.463804	22.918476
0.473066	0.109280	0.486833	1.463804	22.918476
1.337138	0.990629	0.430162	0.810033	23.006404
1.026206	-0.118743	0.430162	0.810033	23.006404
0.269277	-1.049442	0.504229	0.889392	26.309468
1.960775	0.034551	0.504229	0.889392	26.309468
0.427987	1.148754	0.524840	1.252610	27.464825
2.047993	-0.892423	0.524840	1.252610	27.464825
1.131400	-0.013090	0.465378	1.029373	29.277022
0.716466	0.266295	0.465378	1.029373	29.277022
1.359794	-0.173107	0.353820	0.910952	25.491175
1.571333	1.138825	0.353820	0.910952	25.491175
2.258753	-1.510409	0.366964	1.075851	27.627537
1.348981	-0.085420	0.366964	1.075851	27.627537
1.819900	-0.743925	0.602586	1.007472	26.372807
2.132269	1.312486	0.602586	1.007472	26.372807
2.561220	1.347790	0.534121	1.178396	24.788585
0.803299	-1.028984	0.534121	1.178396	24.788585
2.617101	0.602546	0.501713	1.494072	25.701652
1.960954	0.886111	0.501713	1.494072	25.701652
1.953980	0.077147	0.565599	1.351787	22.213671
2.372971	-0.554772	0.565599	1.351787	22.213671
1.726088	-0.514907	0.491760	1.117958	25.164331
1.255195	1.272935	0.491760	1.117958	25.164331
2.797271	-1.232870	0.527620	1.355339	24.714603
1.641394	-0.887289	0.527620	1.355339	24.714603
1.400142	-0.904203	0.424017	0.938480	20.100716
1.458052	0.387022	0.424017	0.938480	20.100716
1.266680	0.902990	0.567667	1.295851	21.627543
2.026452	-0.806641	0.567667	1.295851	21.627543
1.074457	0.090437	0.377695	0.835521	19.682633
1.112038	-0.853251	0.377695	0.835521	19.682633
1.756453	1.157761	0.488241	-1.470510	22.124306
2.439718	0.254080	0.488241	-1.470510	22.124306
0.654381	0.293544	0.388636	0.744438	22.714564
1.584964	1.459684	0.388636	0.744438	22.714564
1.353527	-0.908588	0.468214	-1.403107	17.253204
1.761962	0.483977	0.468214	-1.403107	17.253204
0.948117	-1.484024	0.378844	-1.533094	19.593370
2.253317	-0.285898	0.378844	-1.533094	19.593370
1.729067	-0.458473	0.819610	-1.338097	19.018280
0.477358	1.132538	0.819610	-1.338097	19.018280
0.765443	0.892036	0.495322	1.255401	17.273729
1.380571	-0.074988	0.495322	1.255401	17.273729
0.825514	0.277512	0.541826	1.530161	15.542508
1.049549	-0.117334	0.541826	1.530161	15.542508
1.353382	-0.493705	0.820622	-1.405248	19.682755
2.030155	0.898700	0.820622	-1.405248	19.682755
1.459229	1.553498	0.546849	-1.306398	16.719435
1.477934	-0.284183	0.546849	-1.306398	16.719435
2.190326	-0.247797	0.705697	-1.398419	23.432084
1.015557	1.243274	0.705697	-1.398419	23.432084
2.578045	-1.134588	0.387700	1.487509	20.220462
1.840743	-1.525400	0.387700	1.487509	20.220462
1.584356	0.409095	0.587674	1.229098	17.076017
2.397141	-1.556083	0.587674	1.229098	17.076017
0.835303	-1.551139	0.478120	1.516511	15.282595
1.156250	0.893115	0.478120	1.516511	15.282595
0.439908	0.491642	0.833459	-1.373406	20.283305
2.256860	0.694139	0.833459	-1.373406	20.283305
0.098608	-1.314520	0.735167	-1.300379	21.687341
1.748595	-0.614263	0.735167	-1.300379	21.687341
1.726289	-0.844278	0.851682	-1.563852	20.847113
1.728163	0.440612	0.851682	-1.563852	20.847113
1.551450	0.067414	0.472367	-1.390063	18.081484
2.861296	0.635683	0.472367	-1.390063	18.081484
1.397720	-1.418177	0.423647	1.539776	19.745318
2.254948	0.339954	0.423647	1.539776	19.745318
1.586188	-0.894610	0.656138	1.034616	21.570887
1.775858	0.938256	0.656138	1.034616	21.570887
1.563564	-1.493806	0.640647	0.825764	20.518717
1.922039	0.344121	0.640647	0.825764	20.518717
2.081326	0.063545	0.513326	0.642756	17.336092
1.135048	-1.562009	0.513326	0.642756	17.336092
1.158745	-0.520611	0.707710	1.261230	20.924770
1.903532	1.189844	0.707710	1.261230	20.924770
1.835684	-0.366230	0.786047	1.001096	18.510363
0.171840	1.152611	0.786047	1.001096	18.510363
2.282505	-0.806368	0.809906	1.203261	17.769676
0.963672	0.567019	0.809906	1.203261	17.769676
1.929296	0.014365	0.702077	1.359348	17.686594
0.889013	1.544648	0.702077	1.359348	17.686594
1.162143	0.394655	0.432574	0.827352	15.359400
